INDEX:1000:<ulong>,origin_z:1000:<float>,value:1000:<float>,time:1000:<float>
192,-3.07999992371,0.0881118774414,96
193,-3.07000017166,0.0881118774414,96
194,-3.05999994278,0.0881118774414,96
195,-3.05000019073,0.0881118774414,96
196,-3.03999996185,0.0881118774414,96
197,-3.03000020981,0.0881118774414,96
198,-3.01999998093,0.0881118774414,96
199,-3.00999999046,0.0881118774414,96
200,-3,0.0578331016004,96
201,-2.99000000954,0.0578331016004,96
202,-2.98000001907,0.0578331016004,96
203,-2.97000002861,0.0578331016004,96
204,-2.96000003815,0.0578331016004,96
205,-2.95000004768,0.0578331016004,96
206,-2.94000005722,0.0578331016004,96
207,-2.93000006676,0.0578331016004,96
208,-2.92000007629,0.0578331016004,96
209,-2.91000008583,0.0578331016004,96
210,-2.90000009537,0.0284591671079,96
211,-2.8900001049,0.0284591671079,96
212,-2.88000011444,0.0284591671079,96
213,-2.87000012398,0.0284591671079,96
214,-2.86000013351,0.0284591671079,96
215,-2.85000014305,0.0284591671079,96
216,-2.84000015259,0.0284591671079,96
217,-2.83000016212,0.0284591671079,96
218,-2.81999993324,0.0284591671079,96
219,-2.80999994278,0.0284591671079,96
220,-2.79999995232,0.0960388183594,97
221,-2.78999996185,0.0960388183594,97
222,-2.77999997139,0.0960388183594,97
223,-2.76999998093,0.0960388183594,97
224,-2.75999999046,0.0960388183594,97
225,-2.75,0.0960388183594,97
226,-2.74000000954,0.0960388183594,97
227,-2.73000001907,0.0960388183594,97
228,-2.72000002861,0.0960388183594,97
229,-2.71000003815,0.0960388183594,97
230,-2.70000004768,0.0687637329102,97
231,-2.69000005722,0.0687637329102,97
232,-2.68000006676,0.0687637329102,97
233,-2.67000007629,0.0687637329102,97
234,-2.66000008583,0.0687637329102,97
235,-2.65000009537,0.0687637329102,97
236,-2.6400001049,0.0687637329102,97
237,-2.63000011444,0.0687637329102,97
238,-2.62000012398,0.0687637329102,97
239,-2.61000013351,0.0687637329102,97
240,-2.60000014305,0.0687637329102,97
241,-2.59000015259,0.0424102805555,97
242,-2.58000016212,0.0424102805555,97
243,-2.57000017166,0.0424102805555,97
244,-2.55999994278,0.0424102805555,97
245,-2.54999995232,0.0424102805555,97
246,-2.53999996185,0.0424102805555,97
247,-2.52999997139,0.0424102805555,97
248,-2.51999998093,0.0424102805555,97
249,-2.50999999046,0.0424102805555,97
250,-2.5,0.0169853214175,97
251,-2.49000000954,0.0169853214175,97
252,-2.48000001907,0.0169853214175,97
253,-2.47000002861,0.0169853214175,97
254,-2.46000003815,0.0169853214175,97
255,-2.45000004768,0.0169853214175,97
256,-2.44000005722,0.0169853214175,97
257,-2.43000006676,0.0169853214175,97
258,-2.42000007629,0.0169853214175,97
259,-2.41000008583,0.0169853214175,97
260,-2.40000009537,0.0895988494158,98
261,-2.3900001049,0.0895988494158,98
262,-2.38000011444,0.0895988494158,98
263,-2.37000012398,0.0895988494158,98
264,-2.36000013351,0.0895988494158,98
265,-2.35000014305,0.0895988494158,98
266,-2.34000015259,0.0895988494158,98
267,-2.33000016212,0.0895988494158,98
268,-2.32000017166,0.0895988494158,98
269,-2.30999994278,0.0895988494158,98
270,-2.29999995232,0.0662803649902,98
271,-2.28999996185,0.0662803649902,98
272,-2.27999997139,0.0662803649902,98
273,-2.26999998093,0.0662803649902,98
274,-2.25999999046,0.0662803649902,98
275,-2.25,0.0662803649902,98
276,-2.24000000954,0.0662803649902,98
277,-2.23000001907,0.0662803649902,98
278,-2.22000002861,0.0662803649902,98
279,-2.21000003815,0.0662803649902,98
280,-2.20000004768,0.0439033508301,98
281,-2.19000005722,0.0439033508301,98
282,-2.18000006676,0.0439033508301,98
283,-2.17000007629,0.0439033508301,98
284,-2.16000008583,0.0439033508301,98
285,-2.15000009537,0.0439033508301,98
286,-2.1400001049,0.0439033508301,98
287,-2.13000011444,0.0439033508301,98
288,-2.12000012398,0.0439033508301,98
289,-2.11000013351,0.0439033508301,98
290,-2.10000014305,0.0439033508301,98
291,-2.09000015259,0.0224746707827,98
292,-2.08000016212,0.0224746707827,98
293,-2.07000017166,0.0224746707827,98
294,-2.0600001812,0.0224746707827,98
295,-2.04999995232,0.0224746707827,98
296,-2.03999996185,0.0224746707827,98
297,-2.02999997139,0.0224746707827,98
298,-2.01999998093,0.0224746707827,98
299,-2.00999999046,0.0224746707827,98
300,-2,0.00199966435321,98
301,-1.99000000954,0.00199966435321,98
302,-1.98000001907,0.00199966435321,98
303,-1.97000002861,0.00199966435321,98
304,-1.96000003815,0.00199966435321,98
305,-1.95000004768,0.00199966435321,98
306,-1.94000005722,0.00199966435321,98
307,-1.93000006676,0.00199966435321,98
308,-1.92000007629,0.00199966435321,98
309,-1.91000008583,0.00199966435321,98
310,-1.90000009537,0.0806747451425,99
311,-1.8900001049,0.0806747451425,99
312,-1.88000011444,0.0806747451425,99
313,-1.87000012398,0.0806747451425,99
314,-1.86000013351,0.0806747451425,99
315,-1.85000014305,0.0806747451425,99
316,-1.84000015259,0.0806747451425,99
317,-1.83000016212,0.0806747451425,99
318,-1.82000017166,0.0806747451425,99
319,-1.8100001812,0.0806747451425,99
320,-1.80000019073,0.0806747451425,99
321,-1.78999996185,0.062306214124,99
322,-1.77999997139,0.062306214124,99
323,-1.76999998093,0.062306214124,99
324,-1.75999999046,0.062306214124,99
325,-1.75,0.062306214124,99
326,-1.74000000954,0.062306214124,99
327,-1.73000001907,0.062306214124,99
328,-1.72000002861,0.062306214124,99
329,-1.71000003815,0.062306214124,99
330,-1.70000004768,0.0448989868164,99
331,-1.69000005722,0.0448989868164,99
332,-1.68000006676,0.0448989868164,99
333,-1.67000007629,0.0448989868164,99
334,-1.66000008583,0.0448989868164,99
335,-1.65000009537,0.0448989868164,99
336,-1.6400001049,0.0448989868164,99
337,-1.63000011444,0.0448989868164,99
338,-1.62000012398,0.0448989868164,99
339,-1.61000013351,0.0448989868164,99
340,-1.60000014305,0.0448989868164,99
341,-1.59000015259,0.0284591671079,99
342,-1.58000016212,0.0284591671079,99
343,-1.57000017166,0.0284591671079,99
344,-1.5600001812,0.0284591671079,99
345,-1.55000019073,0.0284591671079,99
346,-1.53999996185,0.0284591671079,99
347,-1.52999997139,0.0284591671079,99
348,-1.51999998093,0.0284591671079,99
349,-1.50999999046,0.0284591671079,99
350,-1.5,0.0129913333803,99
351,-1.49000000954,0.0129913333803,99
352,-1.48000001907,0.0129913333803,99
353,-1.47000002861,0.0129913333803,99
354,-1.46000003815,0.0129913333803,99
355,-1.45000004768,0.0129913333803,99
356,-1.44000005722,0.0129913333803,99
357,-1.43000006676,0.0129913333803,99
358,-1.42000007629,0.0129913333803,99
359,-1.41000008583,0.0129913333803,99
360,-1.40000009537,0.0129913333803,99
361,-1.3900001049,0.0975242629647,100
362,-1.38000011444,0.0975242629647,100
363,-1.37000012398,0.0975242629647,100
364,-1.36000013351,0.0975242629647,100
365,-1.35000014305,0.0975242629647,100
366,-1.34000015259,0.0975242629647,100
367,-1.33000016212,0.0975242629647,100
368,-1.32000017166,0.0975242629647,100
369,-1.3100001812,0.0975242629647,100
370,-1.30000019073,0.0975242629647,100
371,-1.29000020027,0.0841461196542,100
372,-1.27999997139,0.0841461196542,100
373,-1.26999998093,0.0841461196542,100
374,-1.25999999046,0.0841461196542,100
375,-1.25,0.0841461196542,100
376,-1.24000000954,0.0841461196542,100
377,-1.23000001907,0.0841461196542,100
378,-1.22000002861,0.0841461196542,100
379,-1.21000003815,0.0841461196542,100
380,-1.20000004768,0.0717430114746,100
381,-1.19000005722,0.0717430114746,100
382,-1.18000006676,0.0717430114746,100
383,-1.17000007629,0.0717430114746,100
384,-1.16000008583,0.0717430114746,100
385,-1.15000009537,0.0717430114746,100
386,-1.1400001049,0.0717430114746,100
387,-1.13000011444,0.0717430114746,100
388,-1.12000012398,0.0717430114746,100
389,-1.11000013351,0.0717430114746,100
390,-1.10000014305,0.0717430114746,100
391,-1.09000015259,0.0603179931641,100
392,-1.08000016212,0.0603179931641,100
393,-1.07000017166,0.0603179931641,100
394,-1.0600001812,0.0603179931641,100
395,-1.05000019073,0.0603179931641,100
396,-1.04000020027,0.0603179931641,100
397,-1.02999997139,0.0603179931641,100
398,-1.01999998093,0.0603179931641,100
399,-1.00999999046,0.0603179931641,100
400,-1,0.0498756431043,100
401,-0.990000247955,0.0498756431043,100
402,-0.980000019073,0.0498756431043,100
403,-0.970000267029,0.0498756431043,100
404,-0.960000038147,0.0498756431043,100
405,-0.950000286102,0.0498756431043,100
406,-0.94000005722,0.0498756431043,100
407,-0.930000305176,0.0498756431043,100
408,-0.920000076294,0.0498756431043,100
409,-0.910000324249,0.0498756431043,100
410,-0.900000095367,0.0498756431043,100
411,-0.889999866486,0.0404182448983,100
412,-0.880000114441,0.0404182448983,100
413,-0.869999885559,0.0404182448983,100
414,-0.860000133514,0.0404182448983,100
415,-0.849999904633,0.0404182448983,100
416,-0.840000152588,0.0404182448983,100
417,-0.829999923706,0.0404182448983,100
418,-0.820000171661,0.0404182448983,100
419,-0.80999994278,0.0404182448983,100
420,-0.800000190735,0.0404182448983,100
421,-0.789999961853,0.0319488532841,100
422,-0.780000209808,0.0319488532841,100
423,-0.769999980927,0.0319488532841,100
424,-0.760000228882,0.0319488532841,100
425,-0.75,0.0319488532841,100
426,-0.740000247955,0.0319488532841,100
427,-0.730000019073,0.0319488532841,100
428,-0.720000267029,0.0319488532841,100
429,-0.710000038147,0.0319488532841,100
430,-0.700000286102,0.0319488532841,100
431,-0.69000005722,0.0244697574526,100
432,-0.680000305176,0.0244697574526,100
433,-0.670000076294,0.0244697574526,100
434,-0.660000324249,0.0244697574526,100
435,-0.650000095367,0.0244697574526,100
436,-0.639999866486,0.0244697574526,100
437,-0.630000114441,0.0244697574526,100
438,-0.619999885559,0.0244697574526,100
439,-0.610000133514,0.0244697574526,100
440,-0.599999904633,0.0179840084165,100
441,-0.590000152588,0.0179840084165,100
442,-0.579999923706,0.0179840084165,100
443,-0.570000171661,0.0179840084165,100
444,-0.55999994278,0.0179840084165,100
445,-0.550000190735,0.0179840084165,100
446,-0.539999961853,0.0179840084165,100
447,-0.530000209808,0.0179840084165,100
448,-0.519999980927,0.0179840084165,100
449,-0.510000228882,0.0179840084165,100
450,-0.5,0.0124923707917,100
451,-0.490000247955,0.0124923707917,100
452,-0.480000019073,0.0124923707917,100
453,-0.470000267029,0.0124923707917,100
454,-0.460000038147,0.0124923707917,100
455,-0.450000286102,0.0124923707917,100
456,-0.44000005722,0.0124923707917,100
457,-0.430000305176,0.0124923707917,100
458,-0.420000076294,0.0124923707917,100
459,-0.410000324249,0.0124923707917,100
460,-0.400000095367,0.0124923707917,100
461,-0.389999866486,0.00799713190645,100
462,-0.380000114441,0.00799713190645,100
463,-0.369999885559,0.00799713190645,100
464,-0.360000133514,0.00799713190645,100
465,-0.349999904633,0.00799713190645,100
466,-0.340000152588,0.00799713190645,100
467,-0.329999923706,0.00799713190645,100
468,-0.320000171661,0.00799713190645,100
469,-0.30999994278,0.00799713190645,100
470,-0.300000190735,0.00799713190645,100
471,-0.289999961853,0.00449905404821,100
472,-0.280000209808,0.00449905404821,100
473,-0.269999980927,0.00449905404821,100
474,-0.260000228882,0.00449905404821,100
475,-0.25,0.00449905404821,100
476,-0.240000247955,0.00449905404821,100
477,-0.230000019073,0.00449905404821,100
478,-0.220000267029,0.00449905404821,100
479,-0.210000038147,0.00449905404821,100
480,-0.200000286102,0.00449905404821,100
481,-0.19000005722,0.00199966435321,100
482,-0.180000305176,0.00199966435321,100
483,-0.170000076294,0.00199966435321,100
484,-0.160000324249,0.00199966435321,100
485,-0.150000095367,0.00199966435321,100
486,-0.140000343323,0.00199966435321,100
487,-0.130000114441,0.00199966435321,100
488,-0.119999885559,0.00199966435321,100
489,-0.110000133514,0.00199966435321,100
490,-0.0999999046326,0.000499725341797,100
491,-0.0900001525879,0.000499725341797,100
492,-0.0799999237061,0.000499725341797,100
493,-0.0700001716614,0.000499725341797,100
494,-0.0599999427795,0.000499725341797,100
495,-0.0500001907349,0.000499725341797,100
496,-0.039999961853,0.000499725341797,100
497,-0.0300002098083,0.000499725341797,100
498,-0.0199999809265,0.000499725341797,100
499,-0.0100002288818,0.000499725341797,100
500,0,0.10000000149,101
501,0.00999975204468,0.10000000149,101
502,0.0199999809265,0.10000000149,101
503,0.0299997329712,0.10000000149,101
504,0.039999961853,0.10000000149,101
505,0.0499997138977,0.10000000149,101
506,0.0599999427795,0.10000000149,101
507,0.0699996948242,0.10000000149,101
508,0.0799999237061,0.10000000149,101
509,0.0899996757507,0.10000000149,101
510,0.0999999046326,0.10000000149,101
511,0.109999656677,0.000499725341797,100
512,0.119999885559,0.000499725341797,100
513,0.130000114441,0.000499725341797,100
514,0.139999866486,0.000499725341797,100
515,0.150000095367,0.000499725341797,100
516,0.159999847412,0.000499725341797,100
517,0.170000076294,0.000499725341797,100
518,0.179999828339,0.000499725341797,100
519,0.19000005722,0.000499725341797,100
520,0.199999809265,0.000499725341797,100
521,0.210000038147,0.00199966435321,100
522,0.219999790192,0.00199966435321,100
523,0.230000019073,0.00199966435321,100
524,0.239999771118,0.00199966435321,100
525,0.25,0.00199966435321,100
526,0.259999752045,0.00199966435321,100
527,0.269999980927,0.00199966435321,100
528,0.279999732971,0.00199966435321,100
529,0.289999961853,0.00199966435321,100
530,0.299999713898,0.00199966435321,100
531,0.30999994278,0.00449905404821,100
532,0.319999694824,0.00449905404821,100
533,0.329999923706,0.00449905404821,100
534,0.339999675751,0.00449905404821,100
535,0.349999904633,0.00449905404821,100
536,0.359999656677,0.00449905404821,100
537,0.369999885559,0.00449905404821,100
538,0.380000114441,0.00449905404821,100
539,0.389999866486,0.00449905404821,100
540,0.400000095367,0.00799713190645,100
541,0.409999847412,0.00799713190645,100
542,0.420000076294,0.00799713190645,100
543,0.429999828339,0.00799713190645,100
544,0.44000005722,0.00799713190645,100
545,0.449999809265,0.00799713190645,100
546,0.460000038147,0.00799713190645,100
547,0.469999790192,0.00799713190645,100
548,0.480000019073,0.00799713190645,100
549,0.489999771118,0.00799713190645,100
550,0.5,0.0124923707917,100
551,0.509999752045,0.0124923707917,100
552,0.519999980927,0.0124923707917,100
553,0.529999732971,0.0124923707917,100
554,0.539999961853,0.0124923707917,100
555,0.549999713898,0.0124923707917,100
556,0.55999994278,0.0124923707917,100
557,0.569999694824,0.0124923707917,100
558,0.579999923706,0.0124923707917,100
559,0.589999675751,0.0124923707917,100
560,0.599999904633,0.0124923707917,100
561,0.609999656677,0.0179840084165,100
562,0.619999885559,0.0179840084165,100
563,0.629999637604,0.0179840084165,100
564,0.639999866486,0.0179840084165,100
565,0.650000095367,0.0179840084165,100
566,0.659999847412,0.0179840084165,100
567,0.670000076294,0.0179840084165,100
568,0.679999828339,0.0179840084165,100
569,0.69000005722,0.0179840084165,100
570,0.699999809265,0.0179840084165,100
571,0.710000038147,0.0244697574526,100
572,0.719999790192,0.0244697574526,100
573,0.730000019073,0.0244697574526,100
574,0.739999771118,0.0244697574526,100
575,0.75,0.0244697574526,100
576,0.759999752045,0.0244697574526,100
577,0.769999980927,0.0244697574526,100
578,0.779999732971,0.0244697574526,100
579,0.789999961853,0.0244697574526,100
580,0.799999713898,0.0244697574526,100
581,0.80999994278,0.0319488532841,100
582,0.819999694824,0.0319488532841,100
583,0.829999923706,0.0319488532841,100
584,0.839999675751,0.0319488532841,100
585,0.849999904633,0.0319488532841,100
586,0.859999656677,0.0319488532841,100
587,0.869999885559,0.0319488532841,100
588,0.879999637604,0.0319488532841,100
589,0.889999866486,0.0319488532841,100
590,0.900000095367,0.0404182448983,100
591,0.909999847412,0.0404182448983,100
592,0.920000076294,0.0404182448983,100
593,0.929999828339,0.0404182448983,100
594,0.94000005722,0.0404182448983,100
595,0.949999809265,0.0404182448983,100
596,0.960000038147,0.0404182448983,100
597,0.969999790192,0.0404182448983,100
598,0.980000019073,0.0404182448983,100
599,0.989999771118,0.0404182448983,100
600,1,0.0498756431043,100
601,1.00999975204,0.0498756431043,100
602,1.01999998093,0.0498756431043,100
603,1.02999973297,0.0498756431043,100
604,1.03999996185,0.0498756431043,100
605,1.0499997139,0.0498756431043,100
606,1.05999994278,0.0498756431043,100
607,1.06999969482,0.0498756431043,100
608,1.07999992371,0.0498756431043,100
609,1.08999967575,0.0498756431043,100
610,1.09999990463,0.0498756431043,100
611,1.10999965668,0.0603179931641,100
612,1.11999988556,0.0603179931641,100
613,1.1299996376,0.0603179931641,100
614,1.13999986649,0.0603179931641,100
615,1.15000009537,0.0603179931641,100
616,1.15999984741,0.0603179931641,100
617,1.17000007629,0.0603179931641,100
618,1.17999982834,0.0603179931641,100
619,1.19000005722,0.0603179931641,100
620,1.19999980927,0.0603179931641,100
621,1.21000003815,0.0717430114746,100
622,1.21999979019,0.0717430114746,100
623,1.23000001907,0.0717430114746,100
624,1.23999977112,0.0717430114746,100
625,1.25,0.0717430114746,100
626,1.25999975204,0.0717430114746,100
627,1.26999998093,0.0717430114746,100
628,1.27999973297,0.0717430114746,100
629,1.28999996185,0.0717430114746,100
630,1.2999997139,0.0717430114746,100
631,1.30999994278,0.0841461196542,100
632,1.31999969482,0.0841461196542,100
633,1.32999992371,0.0841461196542,100
634,1.33999967575,0.0841461196542,100
635,1.34999990463,0.0841461196542,100
636,1.35999965668,0.0841461196542,100
637,1.36999988556,0.0841461196542,100
638,1.3799996376,0.0841461196542,100
639,1.38999986649,0.0841461196542,100
640,1.39999961853,0.0841461196542,100
641,1.40999984741,0.0975242629647,100
642,1.42000007629,0.0975242629647,100
643,1.42999982834,0.0975242629647,100
644,1.44000005722,0.0975242629647,100
645,1.44999980927,0.0975242629647,100
646,1.46000003815,0.0975242629647,100
647,1.46999979019,0.0975242629647,100
648,1.48000001907,0.0975242629647,100
649,1.48999977112,0.0975242629647,100
650,1.5,0.0129913333803,99
651,1.50999975204,0.0129913333803,99
652,1.51999998093,0.0129913333803,99
653,1.52999973297,0.0129913333803,99
654,1.53999996185,0.0129913333803,99
655,1.5499997139,0.0129913333803,99
656,1.55999994278,0.0129913333803,99
657,1.56999969482,0.0129913333803,99
658,1.57999992371,0.0129913333803,99
659,1.58999967575,0.0129913333803,99
660,1.59999990463,0.0129913333803,99
661,1.60999965668,0.0284591671079,99
662,1.61999988556,0.0284591671079,99
663,1.6299996376,0.0284591671079,99
664,1.63999986649,0.0284591671079,99
665,1.64999961853,0.0284591671079,99
666,1.65999984741,0.0284591671079,99
667,1.67000007629,0.0284591671079,99
668,1.67999982834,0.0284591671079,99
669,1.69000005722,0.0284591671079,99
670,1.69999980927,0.0284591671079,99
671,1.71000003815,0.0448989868164,99
672,1.71999979019,0.0448989868164,99
673,1.73000001907,0.0448989868164,99
674,1.73999977112,0.0448989868164,99
675,1.75,0.0448989868164,99
676,1.75999975204,0.0448989868164,99
677,1.76999998093,0.0448989868164,99
678,1.77999973297,0.0448989868164,99
679,1.78999996185,0.0448989868164,99
680,1.7999997139,0.0448989868164,99
681,1.80999994278,0.062306214124,99
682,1.81999969482,0.062306214124,99
683,1.82999992371,0.062306214124,99
684,1.83999967575,0.062306214124,99
685,1.84999990463,0.062306214124,99
686,1.85999965668,0.062306214124,99
687,1.86999988556,0.062306214124,99
688,1.8799996376,0.062306214124,99
689,1.88999986649,0.062306214124,99
690,1.89999961853,0.062306214124,99
691,1.90999984741,0.0806747451425,99
692,1.92000007629,0.0806747451425,99
693,1.92999982834,0.0806747451425,99
694,1.94000005722,0.0806747451425,99
695,1.94999980927,0.0806747451425,99
696,1.96000003815,0.0806747451425,99
697,1.96999979019,0.0806747451425,99
698,1.98000001907,0.0806747451425,99
699,1.98999977112,0.0806747451425,99
700,2,0.00199966435321,98
701,2.00999975204,0.00199966435321,98
702,2.01999998093,0.00199966435321,98
703,2.02999973297,0.00199966435321,98
704,2.03999996185,0.00199966435321,98
705,2.0499997139,0.00199966435321,98
706,2.05999994278,0.00199966435321,98
707,2.06999969482,0.00199966435321,98
708,2.07999992371,0.00199966435321,98
709,2.08999967575,0.00199966435321,98
710,2.09999990463,0.00199966435321,98
711,2.10999965668,0.0224746707827,98
